text,sentiment
Careem promo code aj apply ho gaya tha,neutral
بائیکیا کا ڈرائیور ہیلمٹ پہنے ہوئے تھا,neutral
یوٹیوب پر لائیو اسٹریم بغیر رکے چل رہا تھا,neutral
جاز کیش کا بیلنس انکوائری کا طریقہ مختصر ہے,neutral
Easypaisa ke bill payment ka option straightforward hai,neutral
کے الیکٹرک کا بل اس مہینے آن لائن ملا,neutral
TikTok par videos ko save kar sakte hain,neutral
فوڈ پانڈا میں ریستوران کا مینو مکمل تھا,neutral
جاز کیش کا انٹرفیس سادہ اور واضح ہے,neutral
"Bykea ka rider rasta nahi janta tha, GPS bhi kaam nahi kar raha tha",negative
Telenor balance deduct hota rehta hai bina koi service use kiye,negative
JazzCash par mini statement ka option available hai,neutral
Careem ka driver polite tha par location ka masla bhot hua,negative
ایزی پیسہ ایجنٹ نے کیش آؤٹ کے وقت کمیشن کی مطلع نہیں کی,negative
چیٹئی میں مختلف علاقوں کے لیے مختلف ریستوران ہیں,neutral
ایس این جی پی ایل کا گیس لیکج کمپلین کے بعد بھی کوئی نہیں آیا,negative
Careem se ride book ki par driver 15 min tak wait krwata rha,negative
"Daraz ne order cancel kar diya, aur ab refund bhi nahi de rahe",negative
Omnisend discount code generator feature available hai,neutral
چیٹئی میں ری آرڈر کا بٹن آسانی سے مل جاتا ہے,neutral
پنجاب پولیس کی آن لائن ایف آئی آر درج کرنے کا سسٹم خراب ہے,negative
ان ڈرائیو کی سروس رات کے وقت بھی دستیاب ہے,neutral
فوڈ پانڈا کا پروموشنل کوڈ اپلائی کرتے وقت کام نہیں کیا,negative
میزان بینک کی ایپ میں بیلنس انکوائری کرنے میں ایرر آتا ہے,negative
فوڈ پانڈا پر ایک ہی ریستوران کے کئی آئٹم ہیں,neutral
جاز کیش سے بل پیمنٹ کرتے وقت سروس چارج کافی زیادہ لگا,negative
Bank Alfalah ATM dispense nahi karta lekin amount deduct hota hai,negative
فوڈ پانڈا پر ڈسکاؤنٹ کوڈ لگا نہیں ہے,neutral
جاز کیش میں پن ری سیٹ کرنے کا پروسیس بہت پیچیدہ اور لمبا,negative
جاز کیش ایپ سے موبائل ٹاپ اپ کیا گیا,neutral
جاز کیش میں لوڈ کرنے کے بعد بیلنس ریفلیکٹ نہیں ہوا,negative
چیٹئی میں کھانے کی مختلف اقسام دستیاب تھیں,neutral
ConvertKit pricing expensive hai small businesses ke budget ke liye,negative
Skype video call freezes frequently during important meetings,negative
واٹس ایپ میں گروپ بنانے میں کچھ رابطے شامل نہیں ہو رہے,negative
YouTube me offline download speed average hai,neutral
Easypaisa ki app update ke baad bohot slow hogayi he,negative
ٹک ٹاک پر ویڈیو کی ڈیوریشن کم رکھی گئی,neutral
Careem promo ride aj successfully book hui,neutral
Asus router password reset button location manual mein tha,neutral
"Careem driver ne bola main road pe ajao, wo andar nahi aayega",negative
جاز کیش کا انٹرفیس کچھ سادہ ہے,neutral
AliExpress delivery time false estimate dete hain sellers,negative
YouTube par video ki speed adjust ho sakti hai,neutral
"K-Electric ne bill correction ke liye gaya tha, par unhone bola k office band hai",negative
InDrive drivers cancel kar dete hain booking ke baad,negative
دراز پر ایک ہی چیز کے کئی رنگ ہیں,neutral
Noon delivery tracking number SMS mein mila,neutral
الائیڈ بینک کی ایپ میں چیک بک کی درخواست جمع نہیں ہوئی,negative
Spotify playlist shuffle mode on kia tha,neutral
اولیکس پر اکاؤنٹ کی ورفیکیشن کا پیغام آیا,neutral
"Sui Gas ka meter reading galat bheja gaya hai, bilkul jhoot hai",negative
فوڈ پانڈا کا آرڈر غلط ایڈریس پر چلا گیا اور ریفنڈ نہیں مل رہا,negative
جاز کیش میں ماہانہ ٹرانزیکشن کی حد مقرر ہے,neutral
WhatsApp par group chat ka feature hai,neutral
Signal message delivery delayed hai compared to other apps,negative
Alibaba product reviews section mein comments the,neutral
دراذ کا نوٹیفکیشن رات کو آیا,neutral
فوڈ پانڈا پر ایک ہی ریستوران کا مینو کئی بار آیا ہے,neutral
"Bykea pe driver ne pehle book kia phir cancel kr diya, koi aur reason b nahi bataya",negative
Easypaisa par money transfer fees lagti hai,neutral
Mailjet integration setup complex hai technical knowledge require karta hai,negative
دراز کے کسٹمر سروس ایجنٹ نے مسئلے کا مناسب حل فراہم نہیں کیا,negative
Microsoft Office subscription status account mein check kia,neutral
WhatsApp par profile picture lagane ka option hai,neutral
Ufone call rates information website pe available hai,neutral
Daraz ka order status pending show kar raha hai,neutral
Easypaisa se loan bhi mil sakta hai,neutral
ایزی پیسہ کا کسٹمر سروس نمبر ہمیشہ بزی رہتا ہے,negative
یوٹیوب پر پلے لسٹ بنانے کا طریقہ دیکھا,neutral
ایزی پیسہ ایپ میں ایک نیا فیچر شامل کیا گیا ہے,neutral
ٹک ٹاک پر ایک ویڈیو وائرل ہو گئی تھی,neutral
اولیکس میں فلیٹ کی تفصیلات پڑھی گئیں,neutral
فوڈ پانڈا میں ریستوران کی ریٹنگ چیک کی,neutral
ان ڈرائیو میں مختلف پیمنٹ میتھڈز قبول کیے جاتے ہیں,neutral
Daraz par feedback review check kar sakte hain,neutral
یوٹیوب کا ڈارک موڈ فعال کر لیا تھا,neutral
بائیکیا پر سواری کی لوکیشن حقیقی وقت میں دیکھی گئی,neutral
Sendinblue delivery rates disappointing hain marketing campaigns ke liye,negative
TikTok video upload karne ka process simple lagta hai,neutral
Daraz ke coins har purchase pe add hote hain,neutral
واٹس ایپ پر فائل شیئر کرتے وقت بار بار فیل ہو جاتی ہے,negative
پی ٹی سی ایل کے پیکج کی تفصیلات واضح طور پر لکھی ہوتی ہیں,neutral
بائیکیا سواری نے پک اپ پوائنٹ پر رابطہ کیا,neutral
Careem ride accept hone me 2 minute lage the,neutral
یوٹیوب میں آٹو پلے کی سیٹنگ تبدیل کی گئی,neutral
"Careem driver ne pehle agaya, phir bola k cancel kar do usko koi aur ride mili",negative
JazzCash customer service call pick hi nahi karti,negative
JazzCash ka QR code payment feature hai,neutral
WhatsApp par online status show hota hai,neutral
جاز کیش سے بل ادا کرنے میں کچھ وقت لگتا ہے,neutral
YouTube Premium trial period end hone wala hai,neutral
InDrive par aik ride ki destination location set ki,neutral
فوڈ پانڈا پر آرڈر کا اسٹیٹس دیکھا جا رہا ہے,neutral
TikTok app pe drafts folder automatically save hota hai,neutral
فوڈ پانڈا پر ایک ریسٹورنٹ کا مینو کھولا گیا,neutral
Campaign Monitor analytics reporting incomplete data show karta hai,negative
ایزی پیسہ کی ہیلپ سینٹر میں ایف اے کیو موجود ہیں,neutral
Google Pay transaction failed lekin money deduct ho gaya,negative
یوٹیوب ویڈیو کو لیٹر دیکھنے کے لیے سیو کیا,neutral
کریم کی بکنگ کینسل کرنے کا طریقہ آسان ہے,neutral
Bykea par rider ki location real-time mein dekhi gayi,neutral
ان ڈرائیو میں ڈرائیور کا انتظار کرنا پڑتا ہے,neutral
Alibaba seller response slow hai queries ka jawab nahi deta,negative
فوڈ پانڈا میں ڈیلیوری چارجز زیادہ ہیں,neutral
TikTok par songs ki list kafi bari hai,neutral
FoodPanda ka delivery time estimate 45 minutes tha,neutral
جاز کیش کا ایپ نئے ورژن میں اپ ڈیٹ ہوا,neutral
ایزی پیسہ اکاؤنٹ میں بیلنس چیک کیا ہے,neutral
کے الیکٹرک کی لوڈ شیڈنگ کا شیڈول پہلے سے اعلان ہوتا ہے,neutral
Instagram stories load nahi hoti connection issue ki wajah se,negative
Daraz par returns ka process kafi lamba hai,neutral
چیٹئی میں فیوریٹ ریستوران کو سیو کرنے کا آپشن ہے,neutral
Daraz seller response kabhi fast hota hai kabhi slow,neutral
Bykea app language English aur Urdu dono me hai,neutral
یوٹیوب میں کمینٹس کرنے میں بار بار لاگ آؤٹ ہو جاتا ہے,negative
YouTube par shorts scroll fast hoti hain,neutral
اولیکس پر کمیونیکیشن کے لیے چیٹ فیچر موجود ہے,neutral
"FoodPanda ne order cancel kr dia, ab refund kab ayega kuch pata nahi",negative
"Daraz ne ghalat size bheja hai, ab wapis karwana mushkil hai",negative
Campaign Monitor template gallery browse kia recently,neutral
دراز کی واپسی کی پالیسی کے مطابق پروڈکٹ واپس نہیں لیا گیا,negative
ایزی پیسہ میں بینک اکاؤنٹ لنک کرنے کا آپشن ہے,neutral
OLX chat me image send karne ka option hai,neutral
FoodPanda app pe store timing mention hoti hai,neutral
دراز پر آرڈر کینسل کرنے کے بعد ریفنڈ میں ہفتوں لگ گئے,negative
Easypaisa se donation option select kiya tha,neutral
"JazzCash ki app bar bar crash ho rahi hai, use karna mushkil ho gaya",negative
دراز پر واؤچر کوڈ کا استعمال کیا جا سکتا ہے,neutral
"Sui Gas ka meter reading galat bheja gaya hai, bill double aya he",negative
WhatsApp backup Google Drive pe automatically save hota hai,neutral
Drip workflow builder interface user friendly lagta hai,neutral
دراز پر آرڈر ٹریک کرنا ممکن ہے,neutral
AWeber automation features basic hain compared to advanced competitors,negative
ان ڈرائیو کا سبسکرپشن خودکار ری نیو ہو گیا بغیر اطلاع کے,negative
Zong data usage summary text message aya,neutral
ایزی پیسہ سے بل جمع کرانے میں وقت لگا,neutral
جاز کیش کی لمٹ بڑھانے کے لیے ویریفکیشن ضروری ہے,neutral
جاز کیش کا بائیو میٹرک سسٹم کئی بار کوشش کے بعد ورک کیا,negative
Daraz order ka status 'in transit' show ho raha tha,neutral
WhatsApp par group voice call ka option hai,neutral
جاز کیش میں پن کوڈ تبدیل کرنے کا آپشن ہے,neutral
Daraz par order history check kar sakte hain,neutral
OLX par gaariyan bhi bikti hain,neutral
کریم ایپ میں ریٹنگ کا آپشن آیا,neutral
Bykea rider ne G-10 se F-8 ka route liya,neutral
ان ڈرائیو میں ڈرائیور کا فون نمبر نہیں ملتا,neutral
جاز کیش اکاؤنٹ میں رقم دکھائی دی,neutral
کریم کی پرائسنگ ٹرانسپیرنٹ اور واضح ہے,neutral
Easypaisa par account create karna asaan hai,neutral
ان ڈرائیو پر ڈرائیور نے سفر مکمل ہونے کی درخواست بھیجی,neutral
Daraz ke flash deals jaldi khatam ho jati hain,neutral
"JazzCash ka account block kar diya hai, helpline pe call nahi lag rahi",negative
KakaoTalk voice message recording option menu mein hai,neutral
کریم کا کرایہ عام لگ رہا ہے,neutral
کے الیکٹرک کے عملے کا رویہ بل کی تفصیلات سمجھانے میں غیر تعاونی,negative
SendGrid API documentation developer guide section mein hai,neutral
یوٹیوب کا سرچ فیچر ٹھیک سے کام نہیں کر رہا,negative
"K-Electric ka staff complain sunta hi nahi hai, bas gol mol jawab dete hain",negative
InDrive driver ne ride request cancel kr di,neutral
اولکس پر صارفین کے سوال زیادہ تھے,neutral
"Careem ka driver bola k aage road kharab hai, main nahi ja sakta",negative
HBL ki branch ka address app par search kia gaya,neutral
جاز کیش میں پن چینج کرنے کی کوشش کر رہا ہوں مگر نہیں ہو رہا,negative
Bykea ka driver cancel bhi kar sakta hai,neutral
ایچ بی ایل ایپ میں کریڈٹ کارڈ کا بیان دستیاب ہے,neutral
JazzCash se mobile bill pay kia gaya,neutral
پنجاب ریونیو ڈپارٹمنٹ کی ویب سائٹ پر پراپرٹی کی ویلیویشن غلط,negative
فوڈ پانڈا پر ایک ریسٹورنٹ کا بند ہونے کا وقت دیکھا,neutral
YouTube video buffering kabhi kabhi hoti hai,neutral
دراز پر پروڈکٹ کی واپسی کی پالیسی سپیسیفک ہے,neutral
Huawei phone gallery backup cloud pe complete hua,neutral
ٹک ٹاک کی ویڈیوز اوسط لگتی ہیں,neutral
یوٹیوب پر کمنٹس پڑھے نہیں جا رہے تھے,neutral
پی ٹی سی ایل کا نیا ٹیرف دیکھا گیا,neutral
Pathao ride booking confirmation SMS aya tha,neutral
YouTube par subtitles ka option hota hai,neutral
Telegram channel admin permissions check kiye the,neutral
Klaviyo integration setup ecommerce store ke sath kia,neutral
FoodPanda ka order cancel hogaya without any reason,negative
K-Electric ka bill 2500 rupay ka aaya hai,neutral
Grab driver rating system automatically show hota hai,neutral
ان ڈرائیو کا نیٹ ورک بہت کمزور ہے اور اکثر بفرنگ ہوتی رہتی ہے,negative
K-Electric ka bill amount SMS mein receive hua,neutral
ٹک ٹاک ویڈیو میں کمنٹس کی تعداد زیادہ تھی,neutral
یوٹیوب چینل کے اسٹیٹس میں ویڈیو کی تعداد دکھائی جاتی ہے,neutral
فوڈ پانڈا پر آرڈر کا سٹیٹس تیار ہو رہا ہے,neutral
"FoodPanda pe restaurants ki rating jhooti lagti hai, khaana acha nahi tha",negative
پی ٹی سی ایل کی انٹرنیٹ اسپیڈ بہت کم ہے اور کال ڈراپ ہوتے رہتے ہیں,negative
WhatsApp par chats end-to-end encrypted hoti hain,neutral
Easypaisa par service charges lagte hain,neutral
Amazon SES setup process overwhelming hai beginners ke liye technically,negative
OLX par mobile phones kafi hain,neutral
TikTok pe aj naye trending sounds aaye,neutral
ٹک ٹاک کے نوٹیفکیشن زیادہ تھے,neutral
ان ڈرائیو کی ٹی وی شوز اکثر درمیان میں کٹ جاتے ہیں,negative
کے الیکٹرک میں بجلی کی بندش کی معلومات ہیں,neutral
جاز کیش کا قومی شناختی کارڈ کی تصدیق بہت وقت لگا رہا ہے,negative
ایزی پیسہ سے ریچارج کرتے وقت او ٹی پی آیا,neutral
بائیکیا کی بائیک میں ہیلمٹ کا انتظام ہوتا ہے,neutral
"StormFiber ki internet speed bilkul bhi theek nahi hai, roz disconnect hota hai",negative
سوئی گیس کنکشن کی معلومات چیک کیں,neutral
"Daraz ne mera order cancel kr diya, paise wapis nahi mile",negative
Careem driver ne Gulshan-e-Iqbal ki taraf ride accept ki,neutral
"Bykea ka driver ne ride cancel kr di, aur koi ride bhi nahi mil rahi",negative
HBL ki app par transaction history browse ki,neutral
یوٹیوب پر سب ٹائٹلز کا آپشن ہے,neutral
دراز پر سیل کبھی بھی ختم ہو سکتی ہے,neutral
"Daraz se order kal deliver hua tha, sahi time pe aaya",neutral
جاز کیش میں بائیومیٹرک کی تصدیق ہوتی ہے,neutral
بائیکیا سواری نے گلبرگ سے ڈیفنس کی طرف کا راستہ لیا,neutral
"Careem ka driver waqt par nahi aaya, ride cancel krna parhi",negative
یوٹیوب میں ویڈیو کا تھمب نیل کسٹمائز کیا جا سکتا ہے,neutral
کریم کا ڈرائیور پہنچنے سے پہلے کال کرتا ہے,neutral
Daraz par return policy dekhni parti hai,neutral
"Bykea ka rider phone utha hi nahi raha, 20 min se wait kar rha hun",negative
دراذ کا ڈسکاؤنٹ کوڈ کل ایکسپائر ہوا,neutral
پی ٹی سی ایل کا ڈیٹا پیکج ختم ہونے کی اطلاع آئی,neutral
ایس این جی پی ایل گیس کنکشن کے لیے درخواست دی تھی مگر کوئی جواب نہیں,negative
JazzCash app fingerprint login kabhi error deta hai,neutral
میزان بینک ایپ پر لاگ ان کی ہسٹری ظاہر ہو رہی ہے,neutral
YouTube ki video quality adjust ho sakti hai,neutral
چیٹئی کا ڈلیوری ٹائم اصل میں مختلف تھا,neutral
"OLX pe jo laptop dekha tha wo original nahi tha, seller ne dhoka dia",negative
Careem ka driver details ride se pehle show ho jati hain,neutral
YouTube app update me kuch nayi features aaye hain,neutral
کریم کا نقشہ آج ٹھیک کام کر رہا تھا,neutral
کریم کی گاڑی وقت پر پہنچی,neutral
فوڈ پانڈا پر ایک ریسٹورنٹ کا مینو دیکھا جا رہا تھا,neutral
کریم کی سروس ہر شہر میں دستیاب نہیں ہے,neutral
کریم کی کار کا کرایہ 350 روپے تھا,neutral
"Daraz pe refund process bohot lamba hai, ab tak paisa nahi aaya",negative
کریم ڈرائیور نے مقصد تک پہنچایا,neutral
OnePlus charging speed advertised se slow hai actually,negative
"Bykea ka rider bohot ajeeb raaste se le kar gaya, ghalat rasta tha",negative
Daraz app par order cancel krne ka option tha,neutral
یوٹیوب پر ویڈیو کی رفتار کنٹرول ہو سکتی ہے,neutral
"Careem ka driver behes kar rha tha extra paisay k liye, bohot bekar experience raha",negative
FoodPanda se order deliver hone mein time lagta hai,neutral
Easypaisa ka transaction history simple show hoti hai,neutral
"Daraz se jo product order kia tha, wo copy nikla, bohot gussa aa rha he",negative
WhatsApp par voice note bhejna asaan hai,neutral
جاز کیش کا یوزر انٹرفیس بہت پیچیدہ اور بزرگوں کے لیے مشکل,negative
کریم میں شیئرڈ رائیڈ کا آپشن بھی دستیاب ہے,neutral
TikTok ki videos kaafi short hoti hain,neutral
چیٹئی کا کسٹمر سروس چیٹ استعمال کیا,neutral
ان ڈرائیو کا پلے بیک کوالٹی موبائل ڈیٹا پر بہت خراب,negative
Easypaisa se money transfer ka feature hai,neutral
"Careem ka driver time pe nahi aaya, ride cancel krna parhi",negative
Ufone call drops frequently during important conversations,negative
ایزی پیسہ میں مختلف بینکوں کے ساتھ لنک ہے,neutral
"Easypaisa ka password reset nahi ho raha, helpline bhi kaam nahi karti",negative
Easypaisa ka agent list nearby show hota hai,neutral
Zoom meeting audio quality poor hai network fluctuation ke sath,negative
بائیکیا میں رائیڈ شیئرنگ کا آپشن کبھی دستیاب نہیں ہوتا,negative
سوئی نادرن گیس کا لیکج کی اطلاع کے بعد کوئی ایکشن نہیں لیا,negative
OLX par ads refresh karne ka option hai,neutral
YouTube par live streams bhi hote hain,neutral
Easypaisa se bill pay karne ka option hai,neutral
دراذ کی سیل میں زیادہ رش تھا,neutral
دراز کی ویب سائٹ پر پروڈکٹ کمپیرزن کا فیچر ہے,neutral
پی ٹی سی ایل کا ڈیٹا رولوور کا فیچر مفید ہے,neutral
Oppo camera quality indoor lighting mein poor hai,negative
Careem ki app ka size kafi bara hai,neutral
OLX ads approve hone me ek din lagta hai,neutral
ٹک ٹاک کے فلٹر بدلتے رہتے ہیں,neutral
Motorola phone calendar reminder notification set kia,neutral
کریم میں کار بک کرنے کے بعد ڈرائیور نے کال نہیں اٹھایا,negative
Yahoo Mail spam folder weekly clear karne ka habit hai,neutral
Microsoft Teams meeting join karne mein technical difficulties aati hain,negative
یو بی ایل کی ایپ پر اکاؤنٹ کی تفصیلات اپ ڈیٹ ہوئیں,neutral
Easypaisa ki app update ke baad bohot masla kar rahi hai,negative
"InDrive ka rate bohot zyada hai, ab ride book karne ka dil nahi kar raha",negative
YouTube ads kabhi short hoti hain kabhi long hoti hain,neutral
Meezan bank ki statement app par download ki gayi,neutral
فوڈ پانڈا میں کھانے کی تصاویر موجود تھیں,neutral
ایزی پیسہ کا ایپ موبائل میں کم جگہ لیتا ہے,neutral
داراز کا پارسل لاہور تک پہنچ چکا ہے,neutral
ٹک ٹاک پر ڈوئیٹ ویڈیو بنتی ہیں,neutral
Apple Music library sync automatically hota hai,neutral
HBL app mein account balance check kia gaya,neutral
یوٹیوب پر لائیو اسٹریمنگ کا فیچر ہے,neutral
"Easypaisa ka customer support bilkul bekaar hai, koi help nahi karta",negative
JazzCash mein account login karne ka masla ho sakta hai,neutral
چیٹئی کا منی مم آرڈر ویلیو مقرر ہے,neutral
Bykea se delivery bhi karwa sakte hain,neutral
"K-Electric ka meter roz band ho jata hai, complain b ki hai phir b wahi masla",negative
دراز پر مصنوعات کی اقسام بہت ہیں,neutral
Postmark template testing limitations frustrating hain development phase mein,negative
JazzCash ka account verification zaroori hai,neutral
Daraz app loading thoda slow tha subah,neutral
Easypaisa se 500 rupay ki payment ki gayi,neutral
اولیکس پر پراپرٹی کی تفصیلات اپ ڈیٹ کی گئیں,neutral
Uber trip details email pe forward hue the,neutral
ایف آئی اے کی ویب سائٹ پر پاسپورٹ کی معلومات غلط دکھائی گئیں,negative
TikTok duet option use kiya tha pichle hafte,neutral
Easypaisa par account ki history dekh sakte hain,neutral
داراز پر ایک نئی پروڈکٹ لسٹ کی گئی تھی,neutral
OLX par ads ki categories hain,neutral
PTCL ka bill online website par check kia gaya,neutral
چیٹئی سے کھانے کی ڈلیوری کا وقت ملا,neutral
دراز پر واپسی کا عمل کچھ مشکل ہے,neutral
AWeber subscriber segmentation feature test kia tha,neutral
Jazz monthly package details check kiye the,neutral
Adobe Creative Cloud trial version download kia hai,neutral
AliExpress order confirmation email receive hua hai,neutral
چیٹئی میں کسٹمائز آرڈر کا آپشن بھی ہے,neutral
پاسپورٹ آفس کی آن لائن اپائنٹمنٹ سسٹم کام نہیں کر رہا,negative
Pathao app location track nahi karta properly,negative
فوڈ پانڈا پر ریستوران کا مینو دیکھا گیا,neutral
فوڈ پانڈا پر ایک ریسٹورنٹ کی لوکیشن دیکھی جا رہی تھی,neutral
"FoodPanda ka khana thanda ho gaya tha, aur delivery boy rude bhi tha",negative
ٹک ٹاک کی ویڈیو میں آواز بھی ہے,neutral
ایف بی آر کی ویب سائٹ پر این ٹی این نمبر کی انکوائری بہت سست,negative
OLX pe seller fake number diya tha contact ke liye,negative
ایزی پیسہ میں اکاؤنٹ کی تفصیلات دیکھی گئیں,neutral
"StormFiber ki speed raat ko kam ho jati hai, din mein bhi slow hai",negative
ٹک ٹاک پر اکثر چیلنج چلتے رہتے ہیں,neutral
"InDrive pe rate kam choose kia, driver ne pehle agree kia phir cancel krdiya",negative
Careem ke notifications raat ko bhi aate hain,neutral
HBL ki app par balance aur mini statement dekhi gayi,neutral
Opera browser VPN setting automatically activate hota hai,neutral
Easypaisa ki app mein transaction history sahi nahi show ho rahi,negative
یوٹیوب میں پلے بیک اسپیڈ کنٹرول کا آپشن ہے,neutral
کریم کا پیمنٹ میتھڈ کریڈٹ کارڈ سے کئی بار فیل ہوا,negative
یوٹیوب کی ویڈیو شارٹس جلدی ختم ہو جاتی ہیں,neutral
JazzCash ne paisay deduct kar liye hain magar bill pay nahi hua,negative
ایزی پیسہ کا موبائل ایپ انسٹال کرنے میں کئی بار کوشش لگی,negative
ان ڈرائیو کی فلموں کا سب ٹائٹل اردو میں دستیاب نہیں,negative
Daraz return request aj approve ho gayi thi,neutral
Twitter timeline refresh karne se new posts dikhte hain,neutral
او ایل ایکس پر ایک پرانی فرج کا اشتہار تھا,neutral
جاز کیش سے دوسرے نمبر پر بیلنس ٹرانسفر کیا,neutral
"Sui Gas ka bilkul jhoota bill aya hai, itna use hi nahi hua",negative
Microsoft Teams meeting recording permission required hai,neutral
ان ڈرائیو پر ایک سواری کا کرایہ 350 روپے منتخب ہوا,neutral
کریم کا سفر 450 روپے میں طے ہوا,neutral
Careem app ka map zoom thoda ajeeb lagta hai kabhi,neutral
جاز کیش سے بینک ٹرانسفر میں فیس لگتی ہے,neutral
فوڈ پانڈا میں آرڈر کی تاریخ اور وقت محفوظ رہتا ہے,neutral
بائیکیا کا وقت کا تخمینہ بالکل غلط تھا اور دوگنا وقت لگا,negative
YouTube app dark mode aj enable kiya,neutral
InDrive par rideshare ka option bhi hota hai,neutral
"Sui Gas ka bill itna zyada kyn aa rha hai, kuch use bhi nahi kiya tha",negative
لیسکو کا آن لائن بل پیمنٹ سسٹم اکثر ڈاؤن رہتا ہے,negative
OLX par mobile ki ads kafi hain,neutral
JazzCash account balance check karne ke liye app open kia,neutral
"PTCL ka internet bilkul band hai, complaint register ki par koi faida nahi hua",negative
بائیکیا کا ڈرائیور وقت پر پہنچا تھا,neutral
کے الیکٹرک نے بجلی کاٹ دی حالانکہ بل وقت پر جمع کیا تھا,negative
OLX par ek laptop ka price 45000 tha,neutral
زونگ کمپنی کا ڈیٹا رولوور سروس کام نہیں کر رہی اعلان کے مطابق,negative
پی ٹی سی ایل کی ویب سائٹ پر بل کی تفصیل ہے,neutral
ایچ بی ایل کی ایپ پر بیلنس اور منی سٹیٹمنٹ دیکھی گئی,neutral
ایزی پیسہ ایپ سے بینک اکاؤنٹ میں پیسے ٹرانسفر کیے گئے,neutral
YouTube par har video se pehle ad aate hain,neutral
Sendinblue automation workflow setup process complete hua,neutral
TikTok par private account bhi ho sakta hai,neutral
Realme phone charging indicator green light show karta hai,neutral
کریم کا ڈرائیور نقشہ دیکھ رہا ہے,neutral
YouTube comments section me mix reactions hain,neutral
Mailgun delivery tracking webhook setup process follow kia,neutral
جاز کیش کا او ٹی پی دیر سے آیا ہے,neutral
دراز پر پروڈکٹ کے ریویو اور ریٹنگ دیکھے,neutral
ایم سی بی بینک کی ایپ میں انٹرنیٹ بینکنگ لاگ ان نہیں ہو رہا,negative
K-Electric ka bill online website par dekh lia,neutral
کریم میں ڈرائیور کے ساتھ چیٹ کا آپشن موجود ہے,neutral
FoodPanda par ek restaurant ka menu browse kia,neutral
InDrive mein rides ki prices fluctuate karti hain,neutral
OLX par seller se contact karna parta hai,neutral
JazzCash aur Easypaisa dono me load easy hai,neutral
کریم ڈرائیور کی لوکیشن ایپ میں دکھائی گئی,neutral
جاز کیش ایپ بار بار کریش ہو رہی ہے اور بیلنس چیک نہیں ہو رہا,negative
بائیکیا کے ذریعے قریبی بازار گئے,neutral
Bykea ka driver helmet pehna hua tha,neutral
یوٹیوب پر ڈاؤن لوڈ کا آپشن بھی موجود ہے,neutral
بائیکیا ڈرائیور سے فون پر بات ہوئی,neutral
Acer monitor screen flickering issue hai brightness change karne pe,negative
Easypaisa account se bank account mein 1000 rupay transfer hue,neutral
سپریم کورٹ کی ویب سائٹ پر کیس کی تفصیلات تک رسائی مشکل,negative
Thunderbird email setup complicated hai beginners ke liye,negative
ایزی پیسہ پر بینک ٹرانسفر کا آپشن بھی ہے,neutral
"FoodPanda ne delivery fees bohot barha di hain, ab order krne ka dil nahi krta",negative
کے الیکٹرک کا آن لائن پورٹل یوزر فرینڈلی ہے,neutral
Easypaisa par biometric verification hota hai,neutral
YouTube par comments ka section hai,neutral
MailerLite free plan restrictions tight hain growing business ke liye,negative
HBL mobile banking app crash karta hai login attempt pe,negative
FoodPanda ka rider plastic bottle alag carry kar raha tha,neutral
ان ڈرائیو میں بکنگ کی تصدیق کا پیغام فوری آتا ہے,neutral
OLX account verification ka sms turant aya tha,neutral
Benchmark Email template preview mobile responsive check kia,neutral
Careem ki service har city mein nahi hai,neutral
ان ڈرائیو کا ڈرائیور متعین راستے سے آیا,neutral
Bykea app me support section available hai,neutral
"InDrive pe 5 min se driver search ho rha hai, koi accept hi nahi kr raha",negative
ٹک ٹاک پر ہیش ٹیگ کا استعمال ویڈیو ریچ بڑھا سکتا ہے,neutral
FoodPanda order track karne ka system average hai,neutral
FoodPanda order ka status 'picked up' show kar raha tha,neutral
او ایل ایکس پر ایک موبائل فون کا اشتہار پوسٹ ہوا,neutral
بائیکیا کے ڈرائیور نے صحیح روٹ اپنایا,neutral
کراچی میٹروپولیٹن کارپوریشن کی آن لائن سروس کام نہیں کرتی,negative
Easypaisa se paisay transfer kiye par ab tak receiver ko nahi mile,negative
پی ٹی سی ایل کی کسٹمر سروس سے رابطہ کیا,neutral
Bykea se parcel bhi bheja ja sakta hai,neutral
Daraz par sales ki dates fix nahi hoti hain,neutral
YouTube par short clips bhi hain,neutral
"Bykea ka rider bohot rude tha, usne bilkul badtameezi se baat ki",negative
کے الیکٹرک کا بل ادا کرنے کی آخری تاریخ آ رہی ہے,neutral
یو بی ایل کی موبائل ایپ میں فنڈ ٹرانسفر کرتے وقت ایرر آیا,negative
دراذ کے آرڈر کا اسٹیٹس بدلا گیا,neutral
یوٹیوب میں چینل سبسکرایب کرنے کے بعد نوٹیفکیشن نہیں آتیں,negative
JazzCash app se mobile number par top-up kiya gaya,neutral
پی ٹی سی ایل کی لائن کبھی کبھار بزی آتی ہے,neutral
چیٹئی میں آرڈر کینسل کرنے کا طریقہ معلوم ہوا,neutral
"Bykea ka rider phone nahi utha rha, 20 min se wait kar rha hu",negative
ایزی پیسہ کی موبائل ٹاپ اپ سروس میں غلط نمبر میں بیلنس گیا,negative
سوئی گیس کا ماہانہ اوسط بل کیلکولیٹ کیا جا سکتا ہے,neutral
Outlook calendar sync issues hain mobile app ke sath,negative
Canon camera memory card format karne ka option hai,neutral
اولکس پر نئی لسٹنگز آ رہی تھیں,neutral
